review_datetime_utc,author_title,author_id,review_text,review_rating
02/05/2024 01:07:49,Paul Butler,116510255677657262802,"Preserved when Philadelphia was but a fledgling town to protect the water source for this soon to be great town, the park has been the focus of Philadelphians for generations. Many of the trails and buildings throughout the park have lengthy histories not limited to, but including the Valley Green restaurant - one of the last examples of a restaurant for when the primary mode of transit was horses, it was a place to get some good catfish and waffles. The park also holds Philadelphia's last covered bridge. Much of the parks trails originate from Franklins WPA programs for infrastructure projects. There's a wide variety of trails and oddities to see a long the way. Though not one of Philadelphia's tourist hotspots, it certainly should be. Don't be surprised to see people with their dogs, on horses, or bikes. Today we even saw a dog sled at work. Spend lunch along the scenic trails, take a walk, photos, or hike one of the more hilly routes. Be prepared, there are frequently wet areas that are run off from the hills on either side of the valley. Mud is a constant, but the views are worth it. Parking can be a challenge so plan ahead.",5
02/03/2024 04:29:12,Agnes Richardson,113039305632006097279,"The Wissahickon Valley Park would be a wonderful place. The only downside is that some very ignorant dog owners disregard laws, and their dogs run around wild. It’s really a shame that irresponsible dog owners ruin the recreation area for others with their illegal behavior.
Over the years, many unleashed dogs scared me, and several (!) even jumped at me on the Lavender Trail. Of interest, their very ignorant owners would of course insist their dogs are “friendly”. At this point, I cannot enjoy a walk in the park because I am no edge, worried another dog running around wild will get me.
To my fellow Chestnut Hillers and visitors from elsewhere: Leash your dog. It’s the law. Stop ruining the park experience for others. If you don’t like the park rules, simply take your dog elsewhere, where unleashed dogs are allowed, and please stay out of the Wissahickon Valley Park.",3
01/24/2024 17:26:02,Nate,113261484681601688851,Beautiful park! Many trails.,5
01/14/2024 06:03:34,Joseph Waters,108834818063527476713,"I haven't been there in years, but from that visit I noticed improvement and it looks kept up well. 👍",5
01/12/2024 18:35:10,Steven Sherman,115130060628132199475,Great close escape for the exploration of forests and rivers,5
01/12/2024 01:06:55,George Nieves Jr.,105672255829407520532,Beautiful just to get back to naturei love it but that's just me very peaceful,5
01/11/2024 20:05:54,Justin Walker,100157023713132916041,"Absolutely love this park. I'm spoiled rotten because I live a block away and I get to explore any time I want. This park has been become a part of my everyday life and workout routine, and has helped me get into the best shape I've been in years. It has miles of trails for hiking, running, cycling, and horseback riding for all skill levels. Safe for children and dog friendly. A few spots for fishing and swimming. Unique and interesting historical monuments like Kelpius' cave and The Devil's Pool in addition to landmarks like The Historic Rittenhouse town. which hosts a delightful cafe and bike rent shop, A functioning paper mill that sometimes hosts school kids, and even a small holistic center. It shares land with The Walnut Lane Golf Club, and The Philadelphia Cricket Club, as well as the Kitchen Lane horse stables and Saul Agricultural High School. Last but not least, it has The Valley Park Inn, one of the best restaurants in the City! There is so much more i could mention but I've said enough. Please come by and visit if you were considering it. Not too many options with restrooms, or parking for that matter but that doesn't really effect me because I can just walk there. Overall this park is wonderful!!",5
01/09/2024 06:38:44,Robert Olock,104624415908901379013,What a great place for a walk,5
01/08/2024 07:38:45,Nik Stamps,104352975458027854031,"Beautiful, amazing, incredible, it's one of the greatest parks in the world! It's actually the largest park in a city in the United States, I have spent a lifetime hiking this park and I even filmed a documentary about it that is on YouTube, search Nik Stamps.

If you live in Philadelphia you really should discover this park. Each visit you have will not be the same as before and you will discover new things every time!!",5
01/06/2024 12:10:52,Stephen Muth,105566338201738898959,"It is a wonderful place to enjoy the great outdoors right in Philadelphia. Down in the gorge, you can't hear or see all the hustle and bustle of the city.",5
01/02/2024 13:36:41,Salihya Ali,117023409289255418217,"Such a peaceful trail with families, bikers, joggers. I love this trail when I need to unwind. The calming sounds of the birds, the creek, and the crunch of the rocks under my feet (bars!) puts me in a state of what I call ""moving meditation"". more accurately described: My mind is completely calm, steady with my heartbeat and breathe.",5
12/29/2023 17:17:55,Barron M. Felder (Grace and Peace),110638602691348218338,"I had fun with my pup walking the trails. It was beautiful, relaxing and at times challenging.",5
12/25/2023 18:02:11,Bruno Morganheira,103599070217593368799,Amazing Urban Park,5
12/22/2023 19:08:08,Linda Long,105978120917190100462,I am afraid if I say how wonderful it is too many people will be there.  Love it!,5
12/21/2023 12:21:36,Mumin Ransom,112557160574413371914,Always have a great time walking or hiking here.,5
12/21/2023 03:22:29,Christopher Sheldon-Dante,110656075361407466503,"This is a great park that I have enjoyed hiking immensely. It has miles of interesting trails punctuated by beautiful bridges that overlook Wissahickon Creek. There are unique places like the Devil's Pool, the Teedyuscung Statue and Rittenhouse Village. There is also mica and garnet throughout the stone which looks super cool on sunny days.",5
12/18/2023 18:52:55,Gary Zonderwyk,107234898314984375743,Rough roads,3
12/12/2023 01:03:25,Jerry Matt,109090894592174415235,Miles of forested trails and Forbidden Drive along the creek goes on for miles.,5
12/05/2023 02:41:04,Menucha Rubinstein,102020417414399265919,"Wissahickon Valley Park is now our favorite trail in the Philadelphia area. The long trails allow you to truly appreciate the the well-preserved nature. We particularly enjoyed sitting near the water on the rocks.

The friendly passersby, including the adorable pets, make the experience a very enjoyable one 😊",5
12/01/2023 21:49:44,Harold K Lloyd,114808795674449138677,Awbury arboretum is a hidden gem in Philly.,4
11/30/2023 08:58:16,Candis Robinson,114072528776393473614,"Love this place for walking, hiking, and running. Haven't seen a bathroom besides in the restaurants on the trail.",5
11/28/2023 02:56:00,Michael Abrams,116927488982267923365,A beautiful place with the wonders of nature.,5
11/25/2023 22:48:08,Michael Chavez,110921431097782186526,Great trails and scenic views. Trails for everyone from easy to a bit challenging with plenty of inclines !!! Recommended for a hike anytime of the year,5
11/25/2023 19:35:10,Elizabeth McDyer,101619833408903329544,Great short local hike with a well-behaved dog.,5
11/25/2023 17:33:15,Mister House,101459009011950971572,Great park,5
11/25/2023 12:14:00,Ken Bobst,105067796145964780762,Philadelphia's best park. It's a huge inner city park area whose trails are superbly maintained by volunteers trail ambassadors and members. Forbidden drive which runs along the Wissahickon creek is wide and able to accommodate large numbers of hikers bikers walkers and joggers. Horse back riding dirt biking trail challenges nature hikes bird watching historical sites and statues. The only covered bridge in a major city in America. Places to eat at each end of Forbidden Drive and The Valley Green Inn about halfway in the park. Come out and get some exercise fresh air and treat yourself to a beverage and a bite to eat.,5
11/23/2023 21:27:38,Liliia Bondareva,116337142181960446876,"Красивый парк , в Филадельфии, красивая природа , ехать далеко никуда ненадо , осенью особенно красиво здесь 😍 🍁🍂🍁 речка , лес красивый, тропинки , лапочки стоят около реки , где можно посидеть полюбоваться природой посмотреть как плавают утки 🦆🦆🦆 , ну очень красиво и приятно",5
11/23/2023 16:03:13,Max Speicher,114744245440124800959,"Beautiful park, great for biking and has great restaurants.",5
11/23/2023 14:09:57,Ed Boyer,113339483127027778963,Great venue for wedding reception.,5
11/23/2023 12:16:18,MariaValeria Zelaya Diaz,111053878463612186422,Calm and peaceful! Great to go for a hike!,5
11/22/2023 00:41:50,Ivan Vrabie,118076859826573173656,Nice place to walk and get away from the city in northern Philly.,5
11/20/2023 01:40:21,Benjamin Farr,105509619579284779597,"Fantastic. Miles of trails of many difficulty levels, cafes, points of interest, and sometimes horses. Connected to Center City via the river walk.",5
11/16/2023 13:23:18,Madhumita Chandra,100125239042090463597,It's a good place to hike and hangout with friends and family,5
11/15/2023 23:02:34,Antonio R live intibuca hn,111849994305173324598,Es un lugar muy bonito lo recomiendo 👌👌👌👌,5
11/14/2023 19:23:24,Zahra Rose,117525583022651377712,"Went for a solo walk (as a Brit) and felt safe, at peace and thoroughly enjoyed the views. Absolutely outstanding park. Well signposted for historical landmarks (plenty of them) and the route is well marked too. Beautiful birds weee spotted and the autumn colours thought enjoyed as well. Looking forward to looping the route next time!",5
11/13/2023 21:12:58,Karthik Kudumulakunta,113581188978173381636,"1. Amazing place to get rid of the hustle bustle
2. Great structure for beginners and intermediate hikers
3. Biking routes separate from walking trails when necessary
4. All deets available on the All trials app
5. Clean atmosphere and mentally peaceful
6. NO RESTROOMS and beautiful View Points",5
11/13/2023 16:18:28,AK,104892405834957618101,"Great escape from the city, wish I lived closer!",5
11/12/2023 21:26:19,Valerio Valentini,101034214272872757477,"Bellissimo tracciato nella natura, perfetto per passeggiare, correre o andare in bici.",5
11/11/2023 18:05:11,Jim Klein,104638372748189640156,"Beautiful area. Bike, walk, hiking, walk your dog.",5
11/08/2023 20:27:24,Shiann Wilson,115192762157454259148,"Very minimal parking, but a few different logs so go early and plan ahead by checking out where all the lots are. Beautiful fall foliage at the moment. Easy trails, not many exciting views but it’s a pleasant walk. Four stars because of parking, dogs off leash, and quite a bit of trash.",4
11/08/2023 15:16:26,Ahmed abdelhamid,114811284625642205487,Vary good,5
11/07/2023 12:58:27,Ross Bower,102420027563057953103,Amazing place for hiking and biking just outside the city. Pleasantly surprised by the amount of trails and beauty inside the park,5
11/07/2023 00:17:53,Jim Llewellyn,108147888864591587967,But watch out for speeding cyclists,5
11/05/2023 03:58:37,dorna Carliste,104893816811064058809,"Didn't make it to the end of the trail, but I had a wonderful time exploring the creek, and the trail is beautiful.  Good seating for those of us who tire easily.  The maps were very clear and informative.  A couple of hours well spent! Looking forward to doing this again.",5
11/04/2023 15:55:05,Maura Crago,104835258505258410350,"Stunning scenery this fall! Well maintained paths for biking , running and walking.",5
11/04/2023 02:41:47,Brett Cohen,115543401257157682929,"A great place to hike at all seasons, also a great place to take a bike ride plenty of trails and miles to enjoy…",5
11/04/2023 01:00:53,Rome Q,101672941013507173275,Nice bike trails,5
11/03/2023 12:30:21,JJ Ringer,114649395205798842840,Love this valley!,5
11/02/2023 14:23:24,Liz Stevens,108462616712650900629,Beautiful 😍 First time here can not wait to go back 😍,5
11/02/2023 05:32:53,J,115617976948864324703,"Hiked for about an hour, great trail, not difficult, but definitely gets you winded.",5
10/30/2023 16:46:15,Nicole Newman,104574575848046563529,"I feel peaceful at Valley Green! Somehow, I'm not in Philadelphia when I'm there",5
10/30/2023 13:50:55,Skip Coon,113476266791941941395,"Great park with lots of various terrain for all users - cyclists, hikers, equestrians.",5
10/29/2023 23:46:45,Rebecca Stavis-Weyser,107054363411950053525,Beautiful!,5
10/28/2023 18:16:00,Vince Finn,104417119216452280969,The Wissahickon has 50 miles of hiking and biking trails.,5
10/28/2023 16:48:23,Sriram Someshwara (Sri),111727160694272796811,Hard to beat a fall hike at the Wissahickon trail park,5
10/28/2023 06:30:32,Ant B,106387117913851161136,Beautiful hiking spots. Many different areas so each trip you take here could be spent exploring a different trail and finding something new. Some cons would include no restrooms and the fact that parking can be very annoying but it is what it is,5
10/28/2023 01:20:42,james byler,110679986465680117637,"Love hiking here the trails vary so much and there is a ton of nature, highly recommend.",5
10/26/2023 22:13:24,Ken Womack,114943128785705791072,Nice scenic route.,5
10/26/2023 21:31:42,Tonya Bonner,118143309679659898025,"We walk here all the time, I folks the same trail just go a little further on each walk.",5
10/24/2023 01:24:26,Frank DiIorio,115309584457665745310,"A treasure. 50 miles of well marked and well maintained trails, plus an interesting assortment of historic statues, buildings, markers, and even a covered bridge. It's one of the reasons we moved to northwest Philly.",5
10/23/2023 00:22:36,Paul Dexter,101787596764446018984,I love the historical markers that tell what this area is about. Forbidden Drive is a great walk with lots of side trail options.,5
10/22/2023 23:14:44,Robert Larson,109159874811185086237,Great dog park!,5
10/22/2023 00:55:11,Tanvir Al Farid,111056765593329256980,Nice place for hiking,5
10/19/2023 02:21:08,Matty Mac,110413922235829688254,"I can count ""mystical"" experiences I've had on one hand and have plenty of digits left over. These rare occasions fill me with an intense sense of wonder balanced with being very present in the moment. Tonight's run on Forbidden Drive is one I'll remember for a long time.

If you're gonna name your trail Forbidden Drive then it better be a heck of an adventure. Tucked away in the Wissahickon valley, this gravel path follows along the banks of the winding creek. Each twist and rolling hill beckons you to explore a little deeper.

The entire run I was at war with myself over wanting to slow down and take in the sights and absolutely tear through the scenery. I opted for both. The first half supplied the photos you see while the second acted as a race against the quickly setting sun in the valley.

While I cannot guarantee you'll commune with the divine, I do suggest you take a bite of this forbidden fruit when you find yourself in Philadelphia.",5
10/12/2023 13:26:51,Kellie Joseph,111392193249298359229,Varied trails from easy paved to rock scrambling and hilly,5
10/12/2023 12:48:46,Yasmeen Bynum,105715269292067019162,"Beautiful! Love it. Great place to hike/run or vibe. Take your kids, take your pets. It’s all good. Weather was great when I went. Great breeze of course.",5
10/10/2023 12:57:19,Himal Limbu,107794637935836377391,"perfect for walking, hiking and running.
need proper restrooms though.",5
10/10/2023 12:38:42,Tami Snowden,112187538992329961358,Beautiful park with great trails,5
10/10/2023 02:14:35,Stephan Shugart,112911516748913811807,The mountain bikes have ruined hiking. They are rude and wicked toward. Hikers. The bikes have ruined the trails by exposing rocks and erosion everywhere. Almost every state and national park system in the country have outlawed them. They came from everywhere New Jersey Delaware Montgomery County and ride these once nice hiking trails. Bikes have become Traffic on the trails scaring wild life and even riding at night with those very powerful headlights. It's a crying shame our beautiful parks are being ravaged by them. Our parks are for enjoying nature not for fun and games at the expense of the environment. Band the bikes keep them off the trails and keep them on roads only. There is no IP ne repairing the damage they do it's only getting worse and worse.,1
10/09/2023 16:45:56,Judy Wilson,109725417147932950558,Beautiful park in a beautiful area in Philadelphia!!,5
10/09/2023 14:01:23,Osar L Mejia,116562422140433684733,"Do not go to this park you might get robbed. I was walking my dog yesterday and my car was broken into, the driver side window was smashed and my wife's belongings were stolen. This happens everyday. Again do not go to this park there is no safety.",1
10/08/2023 17:08:46,HRA Painting LLC,105827946549379804906,This recreational place is fantastic,5
10/06/2023 20:06:30,Jens-Ulrich Richter,117072298441626438983,Wer Natur liebt und gut zu Fuß ist sollte das nicht versäumen,5
10/05/2023 23:25:52,Joe Cool,112989215835355819092,Beautiful well kept gem.,5
10/05/2023 15:56:22,Eduardo Alvarenga,106766425787844603286,"Muy bonito lugar, excelente para caminar, hacer ejercicio,  montar bicicleta",5
10/05/2023 12:51:32,Michelle White,113632397129357971738,"Niccce relaxing Time, appreciating God's creation with family and friends",5
10/04/2023 02:14:42,Allena Alexander,102079656225584798729,This is a beautiful park and everyone on the trails are so nice. I definitely felt safe here.,5
10/02/2023 19:35:59,sunny L (荒川の雪),106276756927603959994,I once saw a comment saying that cars are always attacked here. But I've been here several times and I've been lucky enough not to have anything happen to me. This is where I often come. The people are friendly and the scenery is great. Of course I will come often. Today is my birthday! Happy birthday to me! I just came home from the park!,5
10/02/2023 18:10:51,H B,111799680451754880207,"I’ve spent years going to the Wissahickon, and it never gets old. It’s so well-maintained, stunning and a great way to escape the noise of the city. I’m currently doing the All Trails Challenge and it’s a great way to rediscover your love the outdoors in the fall. I can’t say enough good things about this place and the people that take care of it. Thank you.",5
10/01/2023 23:25:46,Isabelle Garcia-Chu,117183183612726480958,Great place to hike. Multiple paths. No biking on smaller trails. You can horse ride and hike.,5
10/01/2023 02:15:35,Biankah Allen,110316438582540179087,So peaceful!,5
10/01/2023 00:37:53,Israel Cruz,110114224797256450138,Nice to  go and hand out or go fishing.,4
09/29/2023 22:54:54,Scott Proctor,103034723821472439546,A wonderful park for hiking and biking,5
09/26/2023 23:22:55,Alkanah Gill,100828665473797805869,Beautiful place to go walk and relax.,5
09/21/2023 04:18:52,Arsenio “Tito” Torres Jr,115081681770915391797,I enjoy hiking here. Very peaceful.,5
09/20/2023 14:28:36,Carlos Chan,103666373042548312649,"Un lugar majestuoso con excelentes vistas. Las caminatas son toda una aventura, muchas rocas, subidas y bajadas. Si lo que buscas es pasar un rato lleno de adrenalina, paz y tranquilidad, este es un lugar que debes si o si visitar.

Te recomiendo llegar en la mañana para que puedas recorrer todos los senderos, ya que son varias millas de caminata a la orilla del río.",5
09/18/2023 21:15:13,Regina HODits,109336051040741409340,Amazing MB Trails !,5
09/18/2023 19:55:41,FRESNEL CARENA,114691806285258932662,"Calm and enthusiastic location to relax and enjoy nature. I usually go there for meditation, peace of mind and to think.",5
09/17/2023 13:31:45,Samantha Jones,102467883238809734294,The park is great. Parking is the worst. Be careful because PPA stalks that park and tickets everyone.,4
09/14/2023 15:21:23,Veronica Godboldt,115985296805811188667,"Just beautiful, so quiet and serene!",5
09/13/2023 18:42:02,Jules JUJU,102242104898085832412,"This is a setting for one and all- gorgeous walking areas, hiking and biking spots and it’s well lit and supervised. There is a super cool restaurant and ice cream spot-the watering holes offer perfect opps for swimming, picnicking and dog walking- bring those leashes!",5
09/12/2023 14:16:09,ashley farrow,107484766462107458416,Nice place to hike - but make sure you dont leave anything in your car because people have been smashing windows and robbing cars,3
09/12/2023 02:28:24,Jennifer,106858839760721557862,"Comet loves hiking Wissahickon. Plenty of trails that are suitable for dogs. There's also a creek for dogs to cool off in. ""No swimming"" signs are posted but they seem to be ignored by humans. Lots of poison ivy this time of year (late August) so be careful where you step. It lines a lot of the paths. If you're not super active, know that there are benches every fifty feet or so along the tow path. I'd say this park has something for everyone. Keep an eye out for bikers, not all of them will give you a verbal warning. If you have a dog on an extendable leash, I'd advise against it. Beautiful park with lots of winding trails. You can easily spend an entire day here.",5
09/09/2023 22:11:44,Jeremy Devries,113742506560804776860,"It's a beautiful park with mountain bike, hiking and paved trails.",5
09/09/2023 13:57:19,Hap Burke,108586801868564046027,Very beautiful.,5
09/08/2023 23:20:24,Alexandra Rodriguez,107937959586673544630,"Bosque, agua, senderos, caminatas, tiempo en familia. Todos los días del año.",5
09/06/2023 19:45:54,Mario Win,115584006101782472432,Verry easy trail,5
09/06/2023 18:26:47,Val B,113225341746351301894,"Beautiful trails and tree lined paths! Gorgeous river views wind throughout the park! And there's a nearby watering hole.. called the Devil's Pool. That many locals take dips in, despite park regulations that are posted not to! Looked fun, but a tad too daring for my nerves. In the middle of this park you'll come across the Valley Green Inn. A historical Inn dating back from the 1800's that's been restored over time. And it's still being used today to host diners, weddings or the traveling wanderlust walker that stumbles across it the way we did!",5
09/04/2023 13:55:23,Kerry crise,110858365882485349054,Absolutely beautiful park!,5
09/03/2023 18:50:36,Ben Dugan,102963958708716011044,"Fantastic place.  Car Park unfortunately prone to car break-ins.  This might be seasonal or temporary, hope it passes...",5
09/03/2023 10:23:58,Aneudy Fernandez,113270293057624262800,I came here for the first time and i enjoyed it very much.,5
09/02/2023 02:58:13,RIP Scuds,101662412357961744773,Very peaceful with great views and trails. The only issue is cars that park on Lincoln dr turn off occasionally get their car window broken into. When you park there you'll notice all the broken glass on ground.,4
09/02/2023 02:56:39,Esperanza Barajas,106725878583731022846,Beautiful park to walk through!!,5
09/01/2023 20:01:50,William Reilly,115340432542593952407,Great for biking and walking!,5
09/01/2023 19:08:41,Joseph Spera,117562952651832822195,People pay to travel to places that look like this.,5
09/01/2023 14:41:10,Grace Reilly,110952652057707403528,"Love this park so much!  It’s amazing that such a beautiful, expansive natural space is so close to the city.  Volunteers work hard to keep the park clean… one thing I’ll say is if you are going to Devil’s Pool PICK UP YOUR DAMN TRASH AND TAKE IT HOME WITH YOU! Don’t litter anywhere for that matter! Respect nature for giving you a gorgeous place to relax!!!!!!",5
08/31/2023 10:31:19,Andrew Murphy,101684226833787592670,Beautiful park. Great trails,5
08/30/2023 23:17:50,Matthew Chancey,108507580682009001163,Great place to get a hike in and enjoy nature.,5
08/29/2023 19:58:45,Kenya Nettingham,117518230513885236867,One of my favorite places to bike .,5
08/28/2023 21:35:34,George D,104030569077349841676,Magical,5
08/28/2023 21:02:39,Pro Prestations,106152838919601794611,Très bien cool,5
08/28/2023 03:39:53,Robin Archer Fox,102976087446008226847,A treasure — literally one bus away from center city. Lots of trails and swimming spots. I would specifically recommend devil’s pool and any of the bridges.,5
08/26/2023 23:04:38,Steve Posey,104850437996789054011,"The scenery was amazing
Totally relaxing",5
08/25/2023 20:11:17,Iden R,103432888752526757722,In our neighborhood. Great trails and trees both harder trails and easy ones. Weekends now very crowded though.,5
08/24/2023 12:11:18,Natisha Burks,110268715881641871507,"I enjoy myself for the first time walking in nature at Wissahickon valley Park,I felt safe,there were alot of people visiting the park,I really love the scenery, beautiful view,good for my mind,body,and soul,I will come back to visit again.",5
08/22/2023 02:12:30,Aeowyn Kendall,104237097344807714117,Great place for some mild hiking near Philadelphia! Parking is free.,5
08/21/2023 23:07:52,Derek Bostic,114165867787526816674,Serene nature location in the city.,5
08/20/2023 22:58:11,jay Sun,111241581703781257550,great dog walking park,5
08/16/2023 16:36:56,Kris Kollman,112336645132031501924,"Great place to take a group to chill by the creek, or if you just need an escape from the city. If you are into foraging there are plenty of edible and choice mushrooms to discover, black-stained polypore, chicken of the woods, crown tiped coral, wood ears, and oyster",5
08/15/2023 21:57:00,Robert Tuxhorn,117692640500527847416,Peaceful and quiet a nice little place to go fishing,5
08/15/2023 04:37:03,Ryan O,111019331655229685075,"Love Valley Green! Great trails, great scenery, great times.",5
08/13/2023 18:40:42,Tree-Huggin Hippie,110341736877934755676,"It's kind of sad, honestly. I really only gave 3 stars based on nostalgia of what it USED to look like vs. its current state. This place is still luscious with life and nature but sadly masked by dozens upon dozens of people who clearly have transitioned this park into their new living quarters. There isn't 1 spot along that path with access to the river without 10+ individuals already posted up staring you down as if you're purpose is to fight for their territory. After about a mile or so walking, we found 1 spot to fish from and that lasted all about 20 minutes before a family of 6+ stood directly behind us staring with deep intent and continuously trying to make themselves known, as if to say ""this is our mound of dirt and our bathing beach- not yours."" LOL we will literally chased out, not to mention the concert level volume of music being played throughout the whole park- ugh times is changing is my point here",3
08/13/2023 03:49:36,VERONICA GONZALEZ,116298116561027947345,"It was a nice park... The bathroom was alil nasty, but everything else was good 👍",5
08/11/2023 17:03:35,James B.,114031913915629697195,Don’t sleep on it.,5
08/09/2023 00:32:38,Kevin White,117157497748247583221,"Beautiful setting, enough terrain to get a little workout by going up and down the valley.  River at the bottom was nice and clear, and several families were camped out and had kids playing in the water.   Trails can accommodate cyclists and horseback riding.",5
08/08/2023 23:02:43,ckck oxox,113676374241864962657,Great hike! No parking! Got $41 ticket!,4
08/08/2023 19:12:09,Bill Sullivan,116945081178396574273,Some of the most technical Mtn biking around.,5
08/08/2023 16:03:43,Lisa Neal,115082655526135203861,"So peaceful. The hike is not too bad, but my yappy Yorkie was not cut out for the terrain.",5
08/08/2023 16:03:31,Daritzabel La puerta,105815702737248107109,Es hermoso y perfecto para ir con toda la familia,5
08/07/2023 12:46:31,Nancy Ryniak,103216191240572068927,Great place to hike. Family friendly. Small bathrooms available,5
08/04/2023 15:31:33,Jessieh Ruth Averitt,107963575355199047194,"Lovely place to go on a hike, year round.",5
08/03/2023 10:30:35,Teddy Ted,101362676880677020328,Soooooo 'aestically' pleasing!,5
08/01/2023 17:25:04,James Hall,101059159383904551454,"Absolutely stunning park! Well worth a visit but you’re in Philadelphia and looking for a day out, the parks just 20 mins on the train (several stations you can jump off on the chestnut line)

The parks has a range of trails, some that are closed to cyclists and you can choose one that works for you.",5
08/01/2023 16:31:14,Regina Coles,109497241877835423167,Really nice place to walk/hike. Nice views.,3
08/01/2023 02:40:26,ben goodyear,113075034172072763348,Great park. Lots to do and see.,5
07/31/2023 02:27:45,Pack Man,110551874710088060875,People use this place for diving and grilling and leave garbage behind smells bad and water is full of cans and drink containers first time I saw people deinki beer and smoking marijuana not good for kids wish the park ranger do something about it but didn't even see one,1
07/30/2023 13:52:32,Victoria Espinoza,110806282283280989673,"It is always a fun hike, all seasons at the Wissahickon!",5
07/29/2023 23:05:08,Peter Knipper,102029214112103791288,Great green space,5
07/29/2023 16:07:09,Patty Kotecki,114584583872350134412,Just wow - I never believed I'd be able to swim a river in Philly.  This park is a true treasure.,5
07/27/2023 10:52:39,peggy white,113453833974784877853,It was a weekday and that makes all difference....so peaceful and quite lovely.  Parking wasn't a problem.,4
07/27/2023 02:01:40,Cornelio Negrete,105824412130843569555,Me encanto por que el agua es muy limpia pero el resto de el lugar hay demasiada basura las personas que  ban a ese lugar lleban comida y bebidas pero no gunta su basura y no la sacan de hay yo digo que  deberian de aber algien para que este checando que  dejen todo limpio antes de irse del lugar👍🏻,4
07/26/2023 11:35:50,Courtrina White,106926117754627915504,My review is based on what my daughter told me because she runs their. I on the other hand went to the Inn for dinner which is further down the road and that was marvelous,5
07/23/2023 20:40:14,A D,100782364760075198602,"Beautiful place, although there isn't a lot of enforcement regarding people who are blasting music, and smoking weed and drinking openly.",5
